#name,ID,SurfDens,VDisp,Rad
DanielWalker,Brick,4504,6.4,2.9
DanielWalker,Cloud_d,2362,6.9,3.2
DanielWalker,Cloud_e,6189,6.6,2.4
DanielWalker,Cloud_f,5809,7.0,2.0
